Date_measurement,RNA_flow_per_capita_VR01,RNA_flow_per_capita_VR02,RNA_flow_per_capita_VR03,RNA_flow_per_capita_VR04,RNA_flow_per_capita_VR05,RNA_flow_per_capita_VR06,RNA_flow_per_capita_VR07,RNA_flow_per_capita_VR08,RNA_flow_per_capita_VR09,RNA_flow_per_capita_VR10,RNA_flow_per_capita_VR11,RNA_flow_per_capita_VR12,RNA_flow_per_capita_VR13,RNA_flow_per_capita_VR14,RNA_flow_per_capita_VR15,RNA_flow_per_capita_VR16,RNA_flow_per_capita_VR17,RNA_flow_per_capita_VR18,RNA_flow_per_capita_VR19,RNA_flow_per_capita_VR20,RNA_flow_per_capita_VR21,RNA_flow_per_capita_VR22,RNA_flow_per_capita_VR23,RNA_flow_per_capita_VR24,RNA_flow_per_capita_VR25
2022-02-21,360963,55857161,2035956,1607009,9446065,139272010,39778816,15740336,152763626,0,8371379,19819254,111620208,22638168,140843161,34577627,89677621,27962482,44106742,57393660,4438014,26030673,0,0,49545460
2022-02-22,24367698,1921004,8129757,21329877,32420299,55352930,57737140,48863644,146331805,76077699,18108426,48356118,2951529,0,92101927,62828063,58361867,40060749,22442883,59765854,57697092,63663572,37977693,35251369,5551645
2022-02-23,70961406,64429628,19457487,30123249,27119859,63435567,34391411,50740784,77316408,62724030,24359551,36151813,25983130,32440360,6047096,66345768,122730495,25152593,863,33221501,27056784,31003354,0,0,49579948
2022-02-24,43073913,84061160,18385051,18001825,30941089,55545974,65997408,15119129,148023068,75622761,22245741,62230494,110252944,24777319,108375020,68708639,113196723,34276189,25778832,44134078,41316448,10015924,26242454,48972809,31694761
2022-02-25,81119569,11607858,57429034,40444221,54844134,0,0,7477667,209844585,0,0,19353352,25940277,49479051,18313235,26595497,84721250,49901319,58363707,18236392,72045684,0,89986107,170640043,0
2022-02-26,16680279,43522069,23052519,14157985,52264165,2047689,18151389,50213420,29652798,69669324,35635476,33400191,115594780,11415835,218070481,23257452,156210975,18405655,0,8410273,3888929,17801292,0,13953569,69475504
2022-02-27,77427368,72135020,28771978,50978500,70141241,4405253,37789508,64166673,136812850,1188557,0,12591805,0,0,0,53898099,44366278,996784,1813,83080573,70209663,128400251,48522979,86957021,41226659
2022-02-28,13676906,82376846,30742552,75100630,63762919,70367010,74517593,9767326,142609512,0,0,38572713,0,0,137247376,40900215,110220830,36439771,49197708,86599817,70551743,88198526,0,0,0
2022-03-01,34071091,2601451,36931249,14728210,42064138,37908961,52837772,42931431,144143902,63603731,17173320,47227832,113108255,15152570,109430028,69348567,39054233,30116884,27474865,103625034,66832729,69600114,25521109,60045794,136753757
2022-03-02,24318510,138585853,28934308,68163673,89924438,112730373,85722724,93919331,130078492,67973589,31942211,107575715,77440078,33331274,6625803,139551792,55318594,4839219,4132,162453282,89845087,22559543,0,0,91081466
2022-03-03,108143112,101338314,43963617,89307221,61790939,90694046,57065542,82370826,130697753,116835428,23212368,91804352,2226790,26309850,100882237,80701645,150109082,40279185,47999768,224733275,98689058,211421047,66961085,145509141,0
2022-03-04,263966638,6814941,63674385,93365408,0,13700,0,21398560,208059226,0,21063443,85152,94352141,39181760,0,79107954,102064254,48035782,166425261,87300548,593028023,67954406,276111402,407086673,127189311
2022-03-05,53245280,23333521,51765026,18092121,48674141,44157302,67417459,10524454,225292004,225331505,71086914,87171296,376379038,45312698,383019650,43126366,78524228,6020837,0,21159013,17579342,8754826,0,0,228176114
2022-03-06,127162758,222197536,64948786,53345820,0,22667769,13318813,146493615,149753565,115574098,95482916,131986442,291500116,102641908,8083601,102922836,191743989,50047376,0,24529658,37518,372823238,324702409,339332246,0
2022-03-07,200299792,116521711,44883416,111957751,104010510,185456736,201871807,107539945,166972904,0,0,65790358,0,0,191399960,94457221,102640023,46342669,101242356,169043634,82671240,35620155,0,0,192652070
2022-03-08,60330567,2725079,51814596,19910779,74058468,105921726,152179390,50351522,209018478,84356205,33534946,98716156,45563211,36858992,152142338,45474651,152617877,86020282,53970033,257770442,194711105,89442948,94266147,169763705,62018594
2022-03-09,16775921,139260346,56219253,92677462,146623138,151184005,115743201,47023112,190331430,107480338,48891211,138038836,285654563,42339723,0,149100061,202561088,66584265,5939,261208865,133772699,79189738,0,0,14363543
2022-03-10,34127109,95800739,21373763,94332573,76728943,146255265,70488560,54321148,193921835,103214863,48125534,104139487,256936285,32690525,118154843,116778974,192554855,28260657,58243533,186311867,130265001,170595184,104256325,152820448,66325041
2022-03-11,143339269,5028768,128358186,669258,0,118331,113138667,0,153297260,0,22150759,89198,384118880,104610644,666556,26206650,15995089,42178057,128770683,261601393,63008935,162362673,186638474,278104807,22107474
2022-03-12,56005005,115479214,57376993,0,25758261,19951,13272520,123777261,376526419,218010687,71309559,88103400,282404832,37507283,457936298,125346583,129415596,34872712,0,0,0,0,0,0,0
2022-03-13,60716447,130646264,92244104,122107402,36885965,14534,0,191321634,167403997,19762807,1776364,13531915,0,13386536,701182,149387875,307741913,36879170,0,106855836,115131844,278012377,257475311,277368399,182680429
2022-03-14,45933976,94839064,132138214,138775765,84671439,154903852,134340508,33660017,157464925,0,11434293,18595680,227804972,39659103,280964330,53929651,219995824,64794664,64910176,148404887,114128070,174632918,0,0,68102310
2022-03-15,29575006,2196163,54291440,61456683,83498375,99337182,131135645,97636840,197589360,90976079,33951564,80799541,225221288,33845515,231569034,102502244,108109521,55309365,77884780,185313717,90298818,118300493,66231778,102414026,4192232
2022-03-16,37644975,94671734,61821037,117025635,127753894,49297547,83832260,59957111,205762031,106067854,61394687,130378635,360745603,68687117,7880741,123577369,163647119,43800264,3249,106467024,127231870,231394544,0,0,69249189
2022-03-17,91501577,90061794,68330383,43375419,128152319,103351285,116712322,75016690,226545289,88350046,18252781,73288371,2831266,0,186632398,87024079,190154646,49166986,50122699,132315466,29162048,109968245,56151916,98236777,83830121
2022-03-18,237403052,10555889,30749480,26499505,0,155476,30798317,106126003,327875410,0,148003,0,592417354,93969331,16312792,87244068,75114407,14052507,127665730,504875,0,0,179036994,318410882,0
2022-03-19,252635520,85504932,163189113,0,0,161910,62955401,97627883,58081605,268537388,189849166,63260611,105939839,69250941,670054890,93262514,22481293,6436178,0,25664945,40984957,0,0,0,0
2022-03-20,101896945,170994248,5565934,9021373,46915180,140938036,28244783,49285835,133974571,37311222,29649174,185876446,3738166,52587,5797217,78735594,309187225,88423869,6388,219336666,66086776,6186,170319373,201872343,126835498
2022-03-21,52095924,75742093,84258091,77100749,131005363,120581754,71951706,28302694,127590205,0,8019753,61676880,156098257,15690749,159569577,60968505,212306119,47266441,64321630,83547045,49430710,73127149,0,0,87693374
2022-03-22,66186300,6156173,59210592,63309203,94643426,107703844,84613765,18220872,142805737,61692064,28099542,66276487,53230211,36207540,127250292,73302446,108995956,48871583,73262907,95761039,77640688,96170046,32875962,50705850,0
2022-03-23,80074920,113913306,46478875,95833146,157091026,90952251,123914753,84613578,130692958,129573068,33202876,73415660,1442,0,425981,103231238,78835753,52352493,0,85806626,30380912,123188574,0,0,76467912
2022-03-24,48185355,58028962,59857935,53029922,46081064,90726755,52335793,38024804,156287338,82144172,28376603,55361526,155176427,34386566,143569615,81796487,156256000,41817108,44214544,85703506,39648363,72952301,33313327,62123201,0
2022-03-25,63085182,14910547,46825309,65052320,112967749,2696665,0,12160671,112645458,0,16280883,65214,567335604,87363150,8246633,0,113542279,18854566,95235656,32250529,86797396,0,85540604,104580187,113088105
2022-03-26,29907204,22092858,50963052,559439,32495174,111513990,36638662,238824267,24792029,145244227,48811367,0,180363510,5982048,286800815,76889821,89708966,8195932,5341,109592896,18217799,0,0,0,106265648
2022-03-27,250861945,214900793,77445499,13529451,29007737,5486312,51943564,79999433,175934489,36041837,1698329,103325143,18804760,41372836,15864551,77440759,3696766,10928791,0,3201241,116626954,10507034,104330236,164963505,0
2022-03-28,52237963,60120566,67044979,77517460,53314042,89241456,67528005,53165299,100601804,0,4360121,42034062,139451387,40990846,188781897,78939424,163726442,28313162,42885492,74950834,56289818,205563912,0,0,44501602
2022-03-29,21416229,4897170,57708620,25803871,43386188,104245406,66923972,43518700,100498191,64032356,23771954,47177184,1460487,0,92857337,78140619,108569073,36831857,34175709,87350460,39993983,43821340,31228585,43211231,56916233
2022-03-30,70525367,63565633,50122239,54186924,70621656,99308512,80572691,31621858,148825847,57573432,22417285,95248262,134392121,28350322,0,97221277,29080923,31280275,0,41569888,22387943,56567034,0,0,0
2022-03-31,43098105,1726865,49747229,40532341,49034652,66011697,133921477,39220244,204477517,57705219,33794189,47672309,259871819,17425579,136547737,102221247,87620013,62507097,77595811,100186966,63918932,23065053,52061421,81365219,73164896
2022-04-01,77682020,93284757,61901051,5600418,48066938,250748138,2526502,0,37377844,0,20204011,81400,355308333,122475442,0,54991733,20070729,0,172058573,1639520,0,0,109392573,154953351,0
2022-04-02,41853538,77710331,27766944,53032312,71506693,0,29258836,18766106,97366685,73648393,40220957,10320508,42146694,6217391,302570453,18483169,90602505,13594641,0,36551539,42539129,72765150,0,0,0
2022-04-03,72160877,62874345,18365031,97989034,109242879,32863,44635446,62439547,106283595,17329770,10085283,17104047,5945241,18302157,4894331,26602918,94985420,38337244,2356,40249639,16455190,2624,47765806,106162624,51225347
2022-04-04,22808878,27956,26699463,53785906,38721975,182484384,101583330,31325444,184542032,0,41414,44605448,140004948,29786749,213717479,59522508,253045839,70783703,86800211,148476632,94762943,260857354,3850265,0,28028228
2022-04-05,49082883,35886793,32444133,27630290,46112583,77861736,39260058,29090387,103620748,41790798,24859005,27313975,63147817,14986990,20811557,38928084,111419031,27423381,20212067,34797609,38535473,45673597,45040700,42417650,2235211
2022-04-06,71696441,30904025,25127729,47036725,64310899,90464176,39476817,43149327,46193066,47147969,20242920,28163945,142386508,20231620,409632570,48637521,184154675,25443205,1741,61592557,32103348,4992375,0,0,65851499
2022-04-07,41903320,36478475,29420755,4669806,61082196,100538884,56007756,31887458,169170681,59918082,24199325,47946346,4213986,0,123341895,70940295,106978680,43543136,45537635,133174118,40409988,10806416,47433596,53897609,28658904
2022-04-08,49991071,9097902,39678424,3687524,6682877,0,0,0,66083551,0,15194800,31673819,65458830,30131520,646305,63002205,3066257,3293015,29972868,50771677,4266,54491745,47539675,42176501,0
2022-04-09,83936897,32325331,15934513,8298302,32686921,10196,4054146,23389782,96701741,71474177,26774222,19748443,141076087,4866618,174873368,41027577,23608267,16919312,0,15850932,0,0,0,0,0
2022-04-10,21137921,31414528,22365768,28785193,53092903,39985,28244539,5539998,92972309,0,4329932,48870,17499054,0,12907257,21624969,146456551,19061371,1302,39460517,19959621,19322695,11629742,27814654,61579527
2022-04-11,8355611,40681832,25717675,43968516,52654136,36332838,34559255,17222939,53129237,0,4655803,7002439,24331503,5718456,95144322,29741916,109961156,20378454,23192264,65553677,20820600,22087153,10497622,4139384,1005775
2022-04-12,38343516,4168830,20934498,23231955,29770957,42171753,31869651,19546295,53738045,36933036,18622622,25862682,56209159,16153840,41484357,23490401,49517713,14462804,20126678,23843080,14229664,17998715,12466209,19443969,29765307
2022-04-13,0,30751122,11178196,33431978,45818421,44283887,28924433,22593812,64358887,35108851,4734353,24960231,6865018,15281328,2107736,34184018,61316869,30090223,21469954,38372129,21865360,28803225,2627727,17523900,37351081
2022-04-14,9651920,17510596,13092526,18097861,36088416,48395147,26868183,24949123,62935652,44862445,20488881,26556036,601324,0,83638151,32498479,62512600,19947949,556,33845000,17895019,18131663,16003489,21596903,0
2022-04-15,93478012,2559043,38336938,38874165,0,0,0,0,98826154,0,28611779,5583548,115630738,45837548,114772312,25295931,94207620,1695874,504,20749719,6000650,529970,0,0,86169107
2022-04-16,37955189,29818197,22122445,6830,0,38451,30188216,1827925,46211899,0,73540,29567527,254392113,43377189,52861304,7999089,20086509,1130968,0,0,0,0,44429555,83900468,50905586
2022-04-17,50466896,56361868,8916976,5428589,1148000,0,3250195,49192272,219124353,109924550,43192860,50514041,22641668,14533818,0,31131209,0,7974445,3393085,7310054,0,0,0,0,0
2022-04-18,14949121,19755860,16848517,24355239,32004139,34712142,25830873,19159018,54578866,30555937,9973712,9130393,59591022,6838734,31001531,37779581,65298051,11842507,19581338,32088874,11744236,13635467,16865618,17335487,20755340
2022-04-19,7357532,489597,9580918,34002226,38742829,24219135,29491863,22280701,42924141,0,0,44263961,1855378,0,29516747,23167837,71829011,14702228,17594667,33878703,9100028,16099853,8358892,13439118,12904001
2022-04-20,7037561,19756985,12857991,26295890,40042739,41457137,30015971,15762104,48049379,31804976,21736862,30263791,19612496,6490391,41763263,27535214,14671659,6035389,387,28203580,14293988,21491461,0,0,0
2022-04-21,9166883,16592303,16753944,4900782,20312848,15275834,7208826,1279792,37518120,23614389,10261519,13744938,396191,0,45543956,26562715,58483893,9078865,24065915,23884567,9048300,13293327,10889107,15251184,19556084
2022-04-22,20396714,6848733,13386509,36799120,7265189,15432,26541217,167709,34128901,0,9817279,39688,60746780,18966319,0,2471354,2440926,1445,53722697,0,0,0,25928492,59838078,6708546
2022-04-23,18571503,28385959,5853498,2384030,6086122,2179,10450789,22560946,14615585,55693048,24443849,6457286,144460481,15335169,96038141,7924791,24866796,4865008,0,72439,0,0,0,0,0
2022-04-24,9676393,20869005,25504494,11887119,1793352,13934865,91907,6575147,79701610,13557243,6512363,36125204,72575444,11498104,0,15892672,64573891,7513651,0,4153390,727710,0,19532846,24867275,27009932
2022-04-25,11023137,10847077,10323828,11743061,16359980,20307975,17178915,12046000,54065164,0,3154519,5776614,18554659,5487361,55954438,13205951,47042216,7792033,17106465,38207958,9332849,29817318,0,0,12757588
2022-04-26,12026997,1396280,12109514,9414196,21888393,15400171,10207253,4781599,24901660,0,2752956,69986,14354492,9318562,83486705,18081142,4416327,6123664,4629710,3208236,0,0,29497012,15964582,0
2022-04-27,2620703,16997976,5893020,8248044,7888598,8775217,9493761,5949168,49435395,19405772,10100331,18568999,11730729,5951639,2803717,19828760,41010548,8353747,6259020,23969565,9071320,19142431,0,0,13540877
2022-04-28,8748037,14307923,14935092,12190303,15816834,17543254,12253869,6512543,33023362,19490864,7856401,9457392,545839,844602,25843961,9040157,17624336,5772147,12597499,31590849,4917158,14581826,8530363,12636957,0
2022-04-29,13980187,1280566,5684239,0,1262789,0,485175,226481,100289493,0,8821912,32206730,50213936,6212404,4904080,33588061,11568492,11057714,29557185,17353791,0,0,9591926,23135717,0
2022-04-30,6542071,7550375,19236062,11548544,7597428,434336,832860,4612941,81150979,21400956,10925222,7951935,0,2298136,39260654,19185976,26196967,11112769,0,8093734,14295971,20227312,0,0,40121284
2022-05-01,15069274,22182835,4029093,5201029,10916262,16905944,609891,1243206,13373836,34870643,5845085,14731137,1116867,0,93530,31420614,15905682,9899238,691734,17698165,2337020,417795,19439588,24089842,35902802
2022-05-02,11657878,11434298,11837617,12592980,14758186,17838382,17670168,9849696,22628150,0,2393655,15212579,13076428,5182000,31344019,10515186,9809978,11286170,10776026,10919173,4655853,9844302,247240,0,0
2022-05-03,11227271,1113414,7134530,8978785,8740670,18552238,18001291,7186935,33679928,22326818,12977943,14058839,5982211,9911610,33139611,16888176,14081086,10536604,6239571,12810042,3137984,2821894,4577594,7694522,21638115
2022-05-04,895838,23979703,5010290,13367488,10091640,8513962,12355276,10635713,45829388,58850634,20105450,19008595,3895521,15434579,2745220,30682134,50865525,6541457,217,12539248,5537600,8568606,0,0,30462395
2022-05-05,54148,15429734,6163853,3234591,11247351,19503459,14722021,9452298,38085143,17139899,8700413,15184905,490324,0,34499534,23222291,34039175,10046120,6565684,10286273,6552021,3569846,3040442,12679988,0
2022-05-06,47485421,2002751,10864177,7539505,0,0,0,8196267,8378605,0,7261664,1812844,499004658,36183320,0,6321162,0,4019520,18412461,0,1713316,0,11047204,24141866,20669055
2022-05-07,35592925,8779804,2891150,94549,0,23073896,552486,455293,50436238,35191094,13398497,2167127,103286701,5949063,58731763,17578165,8150893,980349,0,8231,1123540,8257101,0,0,46409650
2022-05-08,7147526,15127269,9383329,7377778,1995022,0,349954,4449451,57442524,5661577,4909728,17186996,68413793,4052236,0,7315705,47198819,6733908,933497,13314609,633284,16416294,6896802,15508653,0
2022-05-09,405604,6943788,6013438,7315587,10276075,14975616,19987179,8812398,36375989,0,2445823,14748923,33925661,2794226,12656747,14820507,34901843,11757795,5350002,12668294,6109500,1936848,889587,0,11794981
2022-05-10,28232672,281118,6154830,7269893,7158119,13893987,11456016,5780389,40060658,10088655,11133235,14875784,10262372,4099288,32181405,16916974,24589393,7557136,9994502,11098072,4736734,2661588,4501759,9152617,19661603
2022-05-11,29019261,18152494,15897614,9539238,7998511,20953568,12555139,5310056,39040242,35329708,17719682,22688075,15935613,10793760,2680476,11344258,29814783,13645453,0,9286870,5326759,1224195,0,1661874,0
2022-05-12,8044257,8936435,5776951,7529382,7526298,6085425,9099204,7318790,41326465,20563684,14823018,20057505,1549510,0,36078767,20662959,41299761,11832795,7622918,10328681,4475178,1779507,5961340,6105626,48361495
2022-05-13,7058783,796307,13050704,75574,0,18192176,268949,1517784,94039523,0,26853,0,88192643,12044392,971671,20894540,35173955,730650,25776833,0,1303,12945282,22348264,17684270,22421029
2022-05-14,12187951,8889092,4981799,0,1468873,0,37086,2353419,16071236,29193322,18525687,12079646,90414395,28304677,65148790,4013795,1980953,0,0,1115323,9361334,3969974,0,2379994,0
2022-05-15,5716595,13045719,560432,9303460,8153658,5444309,9648033,7165197,28519980,1558371,12712,3001543,39814645,4382511,1511059,21101532,2514800,2771197,2873,42876266,7217322,15742713,5816780,15848779,0
2022-05-16,6995549,9784396,6660428,12297739,7123197,12112505,14271090,12394179,28104138,0,1948903,17641056,59649006,3617974,45170954,14579862,13364096,5879388,13599416,15421457,1544007,5990017,736258,0,20559038
2022-05-17,11085388,972245,4913412,6255471,6643393,7623207,10200868,2803928,40169901,16814449,7196096,6025806,58970435,5615818,9483682,16532414,16394706,7955793,10002176,17053155,4641950,8488323,4482046,10568179,0
2022-05-18,3174041,12565837,4680354,7322670,8002907,8817163,2308765,11408004,82037396,13211202,13595460,14751386,47710932,4109729,22643573,24923631,41874323,7105233,619,15625617,2216587,8651639,0,0,12286630
2022-05-19,18354598,7079695,9280191,6949706,4961390,26994414,19574718,10760776,35059425,18747164,7147356,16654865,827298,0,51713185,19735140,66698299,17548761,12397588,11452876,5630164,20876309,5537222,10474660,16718411
2022-05-20,22652559,2469298,10037369,5166385,0,0,0,0,120422425,0,9900921,39901,147101533,21935893,4613267,6687382,804586,0,35495136,210739,0,657777,25151675,15005693,0
2022-05-21,5832963,8799178,1511313,1530165,6021431,931,0,3081029,1214465,32431916,25451239,23454286,14056763,12689397,46031055,19833689,15324183,1884334,0,3661577,0,507556,750404,1804979,7029700
2022-05-22,10774067,6526381,2676105,1993291,4294154,401332,11320584,6265303,45102003,4460254,3683956,5079,33,1056334,444648,6346999,21024533,8103235,741219,11537109,8379222,10353592,3402940,4493298,16989140
2022-05-23,5477936,1863,13171124,5522473,4957289,7729373,19245840,7876080,84657219,0,1293551,14424518,67080938,7369521,39542928,17741969,38285628,6926467,12607718,23566816,8750703,2726574,438319,0,0
2022-05-24,5425424,4481228,1848604,5678529,2882910,15355875,797124,780325,6507749,6449276,5994062,1690898,22942080,4185051,25832970,5459743,18002759,7779673,4553701,21514608,3306985,9719122,2713579,6220224,26305857
2022-05-25,1893234,9604789,10162838,634024,4242275,8362,12061283,8271970,74578739,22542640,15863861,18354131,369,0,688634,23338065,21335327,6426156,0,0,0,0,0,0,0
2022-05-26,5823371,15270889,3147777,1641441,6945575,4575632,19754189,1453569,21085211,27047250,9304581,7284574,0,0,953940,1248531,15527521,883267,0,306949,953832,1157084,9821384,17866843,1431853
2022-05-27,211668,0,0,13370249,5466673,566,291513,1501140,30855853,0,8122329,32572,266255025,22955932,0,0,1951554,18298214,21786636,20372947,7611836,803,0,0,54536222
2022-05-28,7903763,10667886,4235268,1168200,5074535,9180346,7106424,1390043,34710047,19702602,15417881,5840208,16160706,10124245,78283243,12988564,23899992,10597050,236,15474234,112517,8155097,0,0,19674873
2022-05-29,7039960,8640911,6407482,5386753,236742,9850554,5245054,2921602,28174040,4851916,37058364,10466752,0,0,2394875,18827179,44444034,2596919,0,15146574,19127077,7234968,15251097,19441252,0
2022-05-30,1910078,5380132,5414017,7464102,6979829,16011640,11380345,7206358,47628496,0,2507220,2692391,14717676,7740585,40683049,19857139,39905765,5563887,6526293,9613177,5087138,6055408,169632,0,94413403
2022-05-31,4400070,432593,2832387,7640205,8745477,9185322,8150448,7073532,111987844,11927199,20815611,19553846,11200517,5871883,38460317,30799606,50251284,7653148,9943834,10549366,6971939,10861203,3314832,4680827,0
2022-06-01,10933911,14821574,6813606,11609904,18388522,13292528,15881474,7093743,50509013,14299436,18400825,19139149,22848763,9958469,130018707,24622181,51513246,9752803,671,52098474,9685335,12183499,0,0,4563328
2022-06-02,7817056,9195970,6008949,10222080,10555343,13659693,22128445,5180467,71662328,20406534,30763106,26854614,601194,0,18186591,25638420,63720673,9775377,9126759,16835195,15474173,9002293,16013186,14399460,37727041
2022-06-03,35532996,2529782,2282353,3555,0,0,0,1431968,5969610,0,9567037,30697180,237081953,12238810,139589989,32717448,12894561,8404736,22270436,11871493,3886627,10470259,0,0,102119872
2022-06-04,24447305,42508857,16227122,1101,556313,0,0,2130302,2920502,0,16315,0,58486320,13252106,82910699,2304218,0,0,0,0,0,0,35628388,52514435,0
2022-06-05,35922849,40724220,1103,0,3357451,0,0,164549667,4168783,101388198,41583829,63039228,268724062,4404702,0,32832583,0,0,0,0,0,0,37998261,77584044,10781545
2022-06-06,22337080,6556824,9433986,228128,25482506,18886987,19904302,14526310,118214075,20088129,21355214,22185379,209231961,9902514,97805569,48242837,52054224,16984109,19088252,41547170,4194202,14089620,0,0,13881995
2022-06-07,30759392,1246597,7640799,7768687,6735533,42723334,21895788,9489789,32429822,0,0,7868665,0,0,76480195,1589934,34287051,2076437,711153,9083992,1758328,30721935,10166222,21426076,0
2022-06-08,11391125,30556598,15972181,17530952,22114106,4276,9432730,45411192,66882407,33262768,19654272,41049197,153657429,10093727,1626133,75943711,88791464,28363234,19252480,39677563,38478220,39529239,0,0,28868670
2022-06-09,394690,13478415,11733940,21307420,14427814,19980883,15572579,3907350,34234737,2564669,3287174,39760686,4418078,6678827,366619,49372541,55433218,26702765,14363940,28004140,18572126,1492821,11929901,30785105,23936525
2022-06-10,524145,242003,3181515,1748884,10498826,57083,49930969,0,171403248,0,17174232,69430,142685486,43015344,16753484,7701401,74479022,0,0,24946548,3114332,0,0,13358896,7333068
2022-06-11,41240078,11452615,7505086,3598346,0,0,2532992,120942128,149781032,50447800,23477445,15958913,269589438,9404271,292834294,2045489,9857330,4248887,0,31962147,1907500,0,0,0,0
2022-06-12,14468762,40649761,31635617,24656805,2522741,21796170,434203,10487314,61183957,18881401,6875267,14100615,543,0,9320523,38148040,102662120,14763073,0,4772055,22951307,32159960,13908698,31698369,7985097
2022-06-13,25675760,24179909,16058207,19032378,32052073,30322766,26676569,13088236,105140811,0,6639632,13609289,124862851,7213535,99028988,38226433,53346358,9791493,20624145,40239547,10408131,27013397,0,0,0
2022-06-14,7229748,4603306,11381900,13247731,47301696,13050943,23557436,25049218,102678644,29549501,12007990,35904432,87142809,12588539,104423741,41956955,109575865,21769932,23050028,43209179,16195342,18323565,12297292,21855985,31310403
2022-06-15,38470029,37890672,21550136,27823203,40268782,51941346,57773450,15608055,83952844,85852377,24941243,67470713,354501349,22916632,2005252,87308631,127186723,21515031,0,51024112,16816340,8965331,0,0,25952987
2022-06-16,7918966,27551916,13309569,28362776,23013494,36763568,47646529,35598225,137622136,62561077,17397746,62849566,1621744,0,72504644,129151517,161521466,29298539,18455884,75058697,26698378,40910893,10633256,40411081,0
2022-06-17,51430998,5660147,33750249,2812477,0,0,0,33629242,76887520,0,22948072,195708,446355679,17315500,10245060,12401292,1786811,4929181,88291179,24771496,5141307,54756714,32264618,97184154,14287372
2022-06-18,31524969,56609224,17902302,1910868,0,61300000,1351735,12531469,47305068,145214419,47842508,67033983,5421706,9500093,263179269,44027935,100195468,24084999,1157,16798947,686506,1705859,0,0,70986814
2022-06-19,64645373,90908550,16138504,22860259,32643026,8447,6740328,10095818,187723799,27817418,65333981,0,0,12711702,17875714,41488998,48874540,42775329,0,30118130,67033458,36337988,44417211,76098311,0
2022-06-20,28875637,34450897,31716853,31128370,25579915,39299916,59764214,34590732,136700222,0,10114647,8553074,56929566,11831400,220099940,42043162,178930360,37195475,19467781,105858062,37314528,62058259,0,0,37361427
2022-06-21,20319252,6698821,11818953,28387873,24829668,49736709,45316007,51032256,117556609,43051596,27932757,46247960,135597995,14768002,162675690,92552149,117154056,24005345,17667238,59608000,37596848,50058231,13964636,30373022,5276501
2022-06-22,12206667,63445137,39050255,20873805,18991585,77296764,59333707,35098208,127346291,79502564,66362414,111600164,203478556,17656910,688296,125922527,115745459,30023950,902,45372964,22080031,55890932,0,0,0
2022-06-23,35550518,25856728,33524692,37419635,37617489,24015197,44075685,9103202,140893535,74486551,18414623,52077730,2280564,0,111737040,58695973,97972328,34936045,40391024,79333702,18174078,49639707,22559249,57114057,39642836
2022-06-24,47305193,61333344,5680,373462,0,77841148,2685248,8426350,46676632,0,19826899,79564,574685102,38836892,0,23580145,110563642,2677331,99176844,188457,0,0,106503121,168609403,88121719
2022-06-25,29071667,121790457,1891968,37772349,30749986,0,0,14490079,132530410,148135743,56772983,69929265,135441140,29816071,394030453,2752747,24332086,30697473,0,28532093,0,0,0,0,0
2022-06-26,32862468,11696935,36466966,5319572,10127176,7540,28050661,23530321,192000536,32154796,16172321,25164199,8719170,5760018,15606063,33197725,237486400,37508358,0,59565520,17760922,1694646,49438676,151068576,86728913
2022-06-27,0,58540061,28345894,55569847,85311022,122869445,83358013,89341496,120301843,0,13776208,50245548,261151845,18943936,270800582,57758802,56908246,72147369,74145649,110958738,52171543,94517540,0,0,58388081
2022-06-28,37835632,4031855,47297838,29938133,60037479,51332106,23876014,31144578,111605173,103634427,33880856,39637471,203,9349457,5187877,89625667,93558895,29649886,29917197,69057189,30803677,13524124,32430081,90327142,0
2022-06-29,20232458,73125958,64179956,36863610,25835467,59424411,48452738,65366503,240122341,84195918,62766712,72110247,389803445,55821636,17336463,119342880,172269020,20666676,730,40604271,31013011,58303846,0,0,83099137
2022-06-30,131109984,61884,16074931,35217107,112527137,128349968,138758781,4858978,159638733,42992660,5878,95639927,8956498,0,490202141,30232320,137122210,26942828,106915161,37909222,26096,114294220,34352355,104082076,40619553
2022-07-01,26133231,7609312,54313341,30861846,10692741,8892,8206250,16599737,71964790,0,29138335,52705754,1197495922,55153122,0,0,7684012,22112897,115309986,45185865,0,0,0,5026456,0
2022-07-02,20773230,36160840,189360,49463936,8393198,0,0,0,58404972,191429269,79195447,50517219,9367,21837342,346146219,29919333,121213908,49287390,0,91990266,46385730,8594624,0,0,38566743
2022-07-03,130551791,67281118,107782787,52450722,71126112,4081930,97760571,41556456,238936595,65307061,0,31774501,4633867,7887687,14654651,57233866,219764901,28071471,3967673,82106883,51446214,17039596,51806771,85481936,75838167
2022-07-04,26519656,31573112,23499526,41410168,55351187,57880410,72121368,55072871,142955063,0,12174759,60377147,268040484,46292397,113959405,35268732,85122355,54289170,62520769,71993914,40632257,44822261,24065860,46001211,0
2022-07-05,7846646,5474266,30368151,34609624,36074105,87917379,42137952,34357341,164481701,46191329,24370467,74274652,157201611,21077993,160023650,54954194,122284725,50489254,43464661,71042421,29675017,51941713,0,0,59098287
2022-07-06,6153372,58100882,27297445,42231206,68426642,55945371,67911085,65387028,145815199,83055173,36366400,52983153,317990951,44685352,561013,115708516,179915316,32500113,1609,107813465,44028914,52720309,0,0,81549891
